text,category,template_id
Cars are parking illegally on Lakeview Drive and blocking the bike lane for the past three days.,Traffic & Roads,Traffic & Roads::2
Motorbikes revving their engines on Church Road yesterday afternoon are extremely disruptive.,Noise Complaints,Noise Complaints::7
"An open manhole cover on Station Road has been left uncovered over the weekend, it's a serious hazard.",Water & Utilities,Water & Utilities::15
Fallen tree branches are blocking a path in the park on Hillcrest Road this morning.,Parks & Public Spaces,Parks & Public Spaces::7
"We've had no electricity on Lakeview Drive last night, please send a crew.",Water & Utilities,Water & Utilities::1
"Garbage collection on Lakeview Drive was missed for the past three days, bins are overflowing.",Sanitation & Waste,Sanitation & Waste::0
The crosswalk markings on Market Street have faded and are barely visible this past hour.,Traffic & Roads,Traffic & Roads::7
Broken glass has been found near the playground on Maple Avenue for two weeks now.,Parks & Public Spaces,Parks & Public Spaces::5
Low water pressure has been reported on Lakeview Drive for two weeks now.,Water & Utilities,Water & Utilities::2
"Someone has been loitering near the school on Hillcrest Road for two weeks now, parents are concerned.",Public Safety,Public Safety::7
The public water fountain in the park near 5th Avenue isn't working this past hour.,Parks & Public Spaces,Parks & Public Spaces::6
The community garden near Union Street has been vandalized this morning.,Parks & Public Spaces,Parks & Public Spaces::13
There's constant dog barking from a property on Lakeview Drive last night.,Noise Complaints,Noise Complaints::2
An overflowing skip/dumpster has been sitting on Highfield Ave over the weekend without being emptied.,Sanitation & Waste,Sanitation & Waste::16
The public water fountain in the park near Cedar Street isn't working yesterday afternoon.,Parks & Public Spaces,Parks & Public Spaces::6
An unleashed aggressive dog has been reported at the park on Park Road since Monday.,Parks & Public Spaces,Parks & Public Spaces::12
"Suspicious activity has been reported near Church Road every evening this week, requesting a patrol.",Public Safety,Public Safety::2
Graffiti has appeared on the park walls near Oak Lane this past hour.,Parks & Public Spaces,Parks & Public Spaces::1
A house party on Highfield Ave this past hour has loud music going well past midnight.,Noise Complaints,Noise Complaints::13
There's no working smoke detector reported in the shared stairwell on 5th Avenue last night.,Public Safety,Public Safety::14
The public restrooms at the park on Cedar Street have been out of service over the weekend.,Parks & Public Spaces,Parks & Public Spaces::2
Yard waste hasn't been picked up on Market Street over the weekend despite being scheduled.,Sanitation & Waste,Sanitation & Waste::11
Motorbikes revving their engines on Lakeview Drive for two weeks now are extremely disruptive.,Noise Complaints,Noise Complaints::7
"The street sweeper hasn't come through Riverside Drive since Monday, leaves and debris are piling up.",Sanitation & Waste,Sanitation & Waste::15
"Loud construction work on Hillcrest Road has been going on since Monday, well outside permitted hours.",Noise Complaints,Noise Complaints::0
The basketball court near Station Road has large cracks in the surface every evening this week.,Parks & Public Spaces,Parks & Public Spaces::8
Continuous drilling noise from Oak Lane for two weeks now has been reported by several residents.,Noise Complaints,Noise Complaints::12
"Please fix the sinkhole that opened up on 5th Avenue for two weeks now, cars are swerving around it.",Traffic & Roads,Traffic & Roads::19
Someone has been illegally dumping construction waste near Elm Street since Monday.,Sanitation & Waste,Sanitation & Waste::1
Continuous drilling noise from 5th Avenue for the past three days has been reported by several residents.,Noise Complaints,Noise Complaints::12
The traffic light at the corner of Market Street has been stuck on red over the weekend.,Traffic & Roads,Traffic & Roads::1
Water discoloration from the tap has been reported by residents on Station Road yesterday afternoon.,Water & Utilities,Water & Utilities::6
"An open manhole cover on Lakeview Drive has been left uncovered for two weeks now, it's a serious hazard.",Water & Utilities,Water & Utilities::15
"A neighbor's renovation work on Elm Street started very early last night, before permitted hours.",Noise Complaints,Noise Complaints::8
Cars are parking illegally on Highfield Ave and blocking the bike lane since Monday.,Traffic & Roads,Traffic & Roads::2
"The pavement is cracked and uneven on Union Street this past hour, cyclists keep swerving to avoid it.",Traffic & Roads,Traffic & Roads::9
Flies are swarming around a garbage pile on Union Street this morning.,Sanitation & Waste,Sanitation & Waste::12
The water on 5th Avenue has been shut off for two weeks now without any prior notice.,Water & Utilities,Water & Utilities::11
The public restrooms at the park on Elm Street have been out of service this past hour.,Parks & Public Spaces,Parks & Public Spaces::2
The compost bins provided on Elm Street are broken and leaking this past hour.,Sanitation & Waste,Sanitation & Waste::13
The public restrooms at the park on Union Street have been out of service since Monday.,Parks & Public Spaces,Parks & Public Spaces::2
A bench in the park on Riverside Drive is damaged and unsafe to sit on every evening this week.,Parks & Public Spaces,Parks & Public Spaces::4
There's a huge traffic jam on Riverside Drive yesterday afternoon because of a broken-down vehicle.,Traffic & Roads,Traffic & Roads::13
There's constant dog barking from a property on Maple Avenue every evening this week.,Noise Complaints,Noise Complaints::2
"Street signage near Park Road is missing, causing confusion for drivers for the past three days.",Traffic & Roads,Traffic & Roads::4
"Someone has been loitering near the school on Church Road over the weekend, parents are concerned.",Public Safety,Public Safety::7
"The street sweeper hasn't come through Union Street over the weekend, leaves and debris are piling up.",Sanitation & Waste,Sanitation & Waste::15
Low water pressure has been reported on Main St for the past three days.,Water & Utilities,Water & Utilities::2
"A neighbor on Park Road has been playing loud music for two weeks now, disturbing the whole block.",Noise Complaints,Noise Complaints::1
"The sidewalk on Main St is cracked and uneven every evening this week, a real trip hazard.",Public Safety,Public Safety::4
"A neighbor on Cedar Street has been playing loud music for two weeks now, disturbing the whole block.",Noise Complaints,Noise Complaints::1
"A neighbor's renovation work on Elm Street started very early for two weeks now, before permitted hours.",Noise Complaints,Noise Complaints::8
The recycling bins on Park Road haven't been emptied since Monday.,Sanitation & Waste,Sanitation & Waste::2
Loud generator noise from a property on Maple Avenue has continued for two weeks now.,Noise Complaints,Noise Complaints::6
A burst pipe on Park Road is spraying water onto the road every evening this week.,Water & Utilities,Water & Utilities::7
A sewage smell is coming from a manhole on 5th Avenue since Monday.,Water & Utilities,Water & Utilities::3
Rats have been spotted near the uncollected trash on Oak Lane last night.,Sanitation & Waste,Sanitation & Waste::8
Late-night parties on Riverside Drive yesterday afternoon are keeping residents awake.,Noise Complaints,Noise Complaints::5
The playground equipment at the park on Highfield Ave is broken for the past three days.,Parks & Public Spaces,Parks & Public Spaces::0
"There's an abandoned building on Church Road with a broken fence, unsafe over the weekend.",Public Safety,Public Safety::1
"A streetlamp on Riverside Drive has been flickering and going dark every evening this week, it feels unsafe at night.",Public Safety,Public Safety::0
"Traffic congestion on Maple Avenue has gotten much worse for two weeks now, please review the signal timing.",Traffic & Roads,Traffic & Roads::5
The crosswalk markings on Union Street have faded and are barely visible for the past three days.,Traffic & Roads,Traffic & Roads::7
Late-night parties on Cedar Street every evening this week are keeping residents awake.,Noise Complaints,Noise Complaints::5
The swings at the playground on 5th Avenue are rusted and need replacing every evening this week.,Parks & Public Spaces,Parks & Public Spaces::11
A bar on 5th Avenue has had excessively loud events since Monday.,Noise Complaints,Noise Complaints::3
The water on Elm Street has been shut off this past hour without any prior notice.,Water & Utilities,Water & Utilities::11
"There's an abandoned building on Park Road with a broken fence, unsafe every evening this week.",Public Safety,Public Safety::1
Residents on Church Road report the tap water smells strange this morning.,Water & Utilities,Water & Utilities::14
"Someone burned trash illegally near Church Road since Monday, leaving ash everywhere.",Sanitation & Waste,Sanitation & Waste::14
"Traffic congestion on Station Road has gotten much worse this past hour, please review the signal timing.",Traffic & Roads,Traffic & Roads::5
A bench in the park on Church Road is damaged and unsafe to sit on for the past three days.,Parks & Public Spaces,Parks & Public Spaces::4
A house party on Cedar Street over the weekend has loud music going well past midnight.,Noise Complaints,Noise Complaints::13
"Drivers are running the red light on Riverside Drive since Monday, it's an accident waiting to happen.",Traffic & Roads,Traffic & Roads::11
The playground equipment at the park on Church Road is broken over the weekend.,Parks & Public Spaces,Parks & Public Spaces::0
"Someone burned trash illegally near Maple Avenue for the past three days, leaving ash everywhere.",Sanitation & Waste,Sanitation & Waste::14
Car alarms keep going off on 5th Avenue over the weekend without anyone responding.,Noise Complaints,Noise Complaints::4
"The street sweeper hasn't come through 5th Avenue this morning, leaves and debris are piling up.",Sanitation & Waste,Sanitation & Waste::15
A dead animal has been left uncollected on Riverside Drive for the past three days.,Sanitation & Waste,Sanitation & Waste::5
A sewage smell is coming from a manhole on Station Road last night.,Water & Utilities,Water & Utilities::3
The crosswalk markings on Elm Street have faded and are barely visible every evening this week.,Traffic & Roads,Traffic & Roads::7
"The garbage truck skipped our block on Riverside Drive since Monday, can someone come by?",Sanitation & Waste,Sanitation & Waste::9
"The garbage truck skipped our block on Riverside Drive every evening this week, can someone come by?",Sanitation & Waste,Sanitation & Waste::9
The electricity substation near Lakeview Drive has been making loud buzzing noises last night.,Water & Utilities,Water & Utilities::16
An overflowing skip/dumpster has been sitting on Cedar Street every evening this week without being emptied.,Sanitation & Waste,Sanitation & Waste::16
The streetlights on Church Road have been out yesterday afternoon.,Water & Utilities,Water & Utilities::4
Broken glass has been found near the playground on Lakeview Drive since Monday.,Parks & Public Spaces,Parks & Public Spaces::5
"Street signage near Park Road is missing, causing confusion for drivers every evening this week.",Traffic & Roads,Traffic & Roads::4
A bar on 5th Avenue has had excessively loud events this morning.,Noise Complaints,Noise Complaints::3
"A fire hydrant on Union Street is leaking continuously this past hour, wasting a lot of water.",Water & Utilities,Water & Utilities::12
An unleashed aggressive dog has been reported at the park on Park Road over the weekend.,Parks & Public Spaces,Parks & Public Spaces::12
A house party on Maple Avenue this morning has loud music going well past midnight.,Noise Complaints,Noise Complaints::13
Litter bins in the park on Park Road are missing or broken for the past three days.,Parks & Public Spaces,Parks & Public Spaces::10
"Garbage collection on 5th Avenue was missed for two weeks now, bins are overflowing.",Sanitation & Waste,Sanitation & Waste::0
Loudspeakers from an event on Park Road can be heard blocks away yesterday afternoon.,Noise Complaints,Noise Complaints::9
The public restrooms at the park on Lakeview Drive have been out of service for two weeks now.,Parks & Public Spaces,Parks & Public Spaces::2
Motorbikes revving their engines on Station Road this past hour are extremely disruptive.,Noise Complaints,Noise Complaints::7
Litter bins in the park on 5th Avenue are missing or broken for the past three days.,Parks & Public Spaces,Parks & Public Spaces::10
Loudspeakers from an event on Church Road can be heard blocks away every evening this week.,Noise Complaints,Noise Complaints::9
"Park lighting near Station Road has stopped working every evening this week, it's dark and unsafe in the evenings.",Parks & Public Spaces,Parks & Public Spaces::9
Late-night parties on Highfield Ave every evening this week are keeping residents awake.,Noise Complaints,Noise Complaints::5
The power keeps flickering on and off on Main St this morning.,Water & Utilities,Water & Utilities::8
An unleashed aggressive dog has been reported at the park on Main St every evening this week.,Parks & Public Spaces,Parks & Public Spaces::12
"Someone has been loitering near the school on 5th Avenue for the past three days, parents are concerned.",Public Safety,Public Safety::7
There's an old mattress and broken furniture dumped on Elm Street yesterday afternoon.,Sanitation & Waste,Sanitation & Waste::10
A bar on Lakeview Drive has had excessively loud events this past hour.,Noise Complaints,Noise Complaints::3
"There have been reports of break-ins near Station Road this morning, residents want more patrols.",Public Safety,Public Safety::9
There's no working smoke detector reported in the shared stairwell on Maple Avenue last night.,Public Safety,Public Safety::14
Heavy trucks are damaging the road surface on Lakeview Drive this past hour.,Traffic & Roads,Traffic & Roads::18
"Someone burned trash illegally near Market Street every evening this week, leaving ash everywhere.",Sanitation & Waste,Sanitation & Waste::14
The public water fountain in the park near Maple Avenue isn't working for two weeks now.,Parks & Public Spaces,Parks & Public Spaces::6
Car alarms keep going off on Elm Street this morning without anyone responding.,Noise Complaints,Noise Complaints::4
A house party on 5th Avenue every evening this week has loud music going well past midnight.,Noise Complaints,Noise Complaints::13
"There's a gas smell near Oak Lane for the past three days, this may need urgent attention.",Water & Utilities,Water & Utilities::5
Overgrown grass and weeds at the park near Market Street need to be cut this morning.,Parks & Public Spaces,Parks & Public Spaces::3
Yard waste hasn't been picked up on Oak Lane last night despite being scheduled.,Sanitation & Waste,Sanitation & Waste::11
A house party on Market Street over the weekend has loud music going well past midnight.,Noise Complaints,Noise Complaints::13
Loudspeakers from an event on Lakeview Drive can be heard blocks away for the past three days.,Noise Complaints,Noise Complaints::9
The water on Church Road has been shut off over the weekend without any prior notice.,Water & Utilities,Water & Utilities::11
Car alarms keep going off on Union Street for the past three days without anyone responding.,Noise Complaints,Noise Complaints::4
Low water pressure has been reported on Cedar Street yesterday afternoon.,Water & Utilities,Water & Utilities::2
The public water fountain in the park near Maple Avenue isn't working for the past three days.,Parks & Public Spaces,Parks & Public Spaces::6
There's a water main leak on Market Street that's been flooding the street for the past three days.,Water & Utilities,Water & Utilities::0
The public trash cans on 5th Avenue are overflowing since Monday and attracting pests.,Sanitation & Waste,Sanitation & Waste::6
Late-night parties on Highfield Ave for the past three days are keeping residents awake.,Noise Complaints,Noise Complaints::5
Loudspeakers from an event on Oak Lane can be heard blocks away yesterday afternoon.,Noise Complaints,Noise Complaints::9
Someone has been illegally dumping construction waste near Park Road yesterday afternoon.,Sanitation & Waste,Sanitation & Waste::1
A burst pipe on Station Road is spraying water onto the road every evening this week.,Water & Utilities,Water & Utilities::7
A sewage smell is coming from a manhole on Riverside Drive for two weeks now.,Water & Utilities,Water & Utilities::3
Flies are swarming around a garbage pile on Park Road for two weeks now.,Sanitation & Waste,Sanitation & Waste::12
The public water fountain in the park near Station Road isn't working this morning.,Parks & Public Spaces,Parks & Public Spaces::6
"A neighbor's renovation work on Station Road started very early this past hour, before permitted hours.",Noise Complaints,Noise Complaints::8
"There have been reports of break-ins near Maple Avenue over the weekend, residents want more patrols.",Public Safety,Public Safety::9
Residents on Highfield Ave report the tap water smells strange yesterday afternoon.,Water & Utilities,Water & Utilities::14
A guard rail near 5th Avenue is broken this past hour and needs urgent repair.,Public Safety,Public Safety::5
"A neighbor on Park Road has been playing loud music every evening this week, disturbing the whole block.",Noise Complaints,Noise Complaints::1
"Park lighting near Lakeview Drive has stopped working over the weekend, it's dark and unsafe in the evenings.",Parks & Public Spaces,Parks & Public Spaces::9
A bench in the park on Oak Lane is damaged and unsafe to sit on for two weeks now.,Parks & Public Spaces,Parks & Public Spaces::4
A bench in the park on Lakeview Drive is damaged and unsafe to sit on last night.,Parks & Public Spaces,Parks & Public Spaces::4
"Fireworks have been set off repeatedly near Park Road every evening this week, disturbing residents.",Noise Complaints,Noise Complaints::10
Litter bins in the park on Station Road are missing or broken this past hour.,Parks & Public Spaces,Parks & Public Spaces::10
"A neighbor on Hillcrest Road has been playing loud music over the weekend, disturbing the whole block.",Noise Complaints,Noise Complaints::1
Overgrown grass and weeds at the park near Main St need to be cut yesterday afternoon.,Parks & Public Spaces,Parks & Public Spaces::3
Broken glass has been scattered on the pavement of Highfield Ave this past hour.,Public Safety,Public Safety::12
The swings at the playground on Riverside Drive are rusted and need replacing last night.,Parks & Public Spaces,Parks & Public Spaces::11
"Someone has been loitering near the school on Park Road last night, parents are concerned.",Public Safety,Public Safety::7
The pedestrian crossing button on Union Street isn't working this morning.,Traffic & Roads,Traffic & Roads::14
There's an old mattress and broken furniture dumped on Main St for two weeks now.,Sanitation & Waste,Sanitation & Waste::10
A house party on Lakeview Drive for two weeks now has loud music going well past midnight.,Noise Complaints,Noise Complaints::13
There's an old mattress and broken furniture dumped on Main St last night.,Sanitation & Waste,Sanitation & Waste::10
"An unsecured construction site on Lakeview Drive has been left open yesterday afternoon, kids could wander in.",Public Safety,Public Safety::10
The road markings/lane lines on Maple Avenue have completely worn away yesterday afternoon.,Traffic & Roads,Traffic & Roads::12
"An unsecured construction site on Union Street has been left open for the past three days, kids could wander in.",Public Safety,Public Safety::10
"The garbage truck skipped our block on Highfield Ave every evening this week, can someone come by?",Sanitation & Waste,Sanitation & Waste::9
Late-night parties on Highfield Ave over the weekend are keeping residents awake.,Noise Complaints,Noise Complaints::5
Fallen tree branches are blocking a path in the park on Maple Avenue this past hour.,Parks & Public Spaces,Parks & Public Spaces::7
Broken glass has been found near the playground on Church Road for the past three days.,Parks & Public Spaces,Parks & Public Spaces::5
"Park lighting near Highfield Ave has stopped working for the past three days, it's dark and unsafe in the evenings.",Parks & Public Spaces,Parks & Public Spaces::9
"Traffic congestion on Church Road has gotten much worse yesterday afternoon, please review the signal timing.",Traffic & Roads,Traffic & Roads::5
"Suspicious activity has been reported near Maple Avenue since Monday, requesting a patrol.",Public Safety,Public Safety::2
Yard waste hasn't been picked up on Highfield Ave for two weeks now despite being scheduled.,Sanitation & Waste,Sanitation & Waste::11
"Suspicious activity has been reported near Main St every evening this week, requesting a patrol.",Public Safety,Public Safety::2
Loudspeakers from an event on Oak Lane can be heard blocks away over the weekend.,Noise Complaints,Noise Complaints::9
"There's an abandoned building on Lakeview Drive with a broken fence, unsafe this past hour.",Public Safety,Public Safety::1
"Someone has been loitering near the school on Park Road yesterday afternoon, parents are concerned.",Public Safety,Public Safety::7
Overgrown grass and weeds at the park near Union Street need to be cut this past hour.,Parks & Public Spaces,Parks & Public Spaces::3
The public trash cans on 5th Avenue are overflowing for two weeks now and attracting pests.,Sanitation & Waste,Sanitation & Waste::6
"There's been a total blackout on Hillcrest Road yesterday afternoon, residents are asking when it'll be fixed.",Water & Utilities,Water & Utilities::9
The water on Highfield Ave has been shut off this past hour without any prior notice.,Water & Utilities,Water & Utilities::11
The public water fountain in the park near Market Street isn't working since Monday.,Parks & Public Spaces,Parks & Public Spaces::6
Flies are swarming around a garbage pile on Market Street for the past three days.,Sanitation & Waste,Sanitation & Waste::12
The traffic light at the corner of Main St has been stuck on red last night.,Traffic & Roads,Traffic & Roads::1
A bar on 5th Avenue has had excessively loud events for the past three days.,Noise Complaints,Noise Complaints::3
Park signage near Maple Avenue listing opening hours is faded and unreadable for the past three days.,Parks & Public Spaces,Parks & Public Spaces::14
Late-night parties on Oak Lane yesterday afternoon are keeping residents awake.,Noise Complaints,Noise Complaints::5
"The sidewalk on 5th Avenue is cracked and uneven every evening this week, a real trip hazard.",Public Safety,Public Safety::4
"A neighbor's renovation work on Station Road started very early for the past three days, before permitted hours.",Noise Complaints,Noise Complaints::8
Motorbikes revving their engines on Maple Avenue this past hour are extremely disruptive.,Noise Complaints,Noise Complaints::7
There's a large pothole on Church Road that's been damaging cars every evening this week.,Traffic & Roads,Traffic & Roads::0
There's constant dog barking from a property on Elm Street over the weekend.,Noise Complaints,Noise Complaints::2
A gate at the construction site on Station Road has been left unlocked this morning.,Public Safety,Public Safety::15
The power keeps flickering on and off on Lakeview Drive for two weeks now.,Water & Utilities,Water & Utilities::8
"Someone has been loitering near the school on Church Road for two weeks now, parents are concerned.",Public Safety,Public Safety::7
"The one-way sign on Hillcrest Road is bent and hard to read every evening this week, causing wrong-way driving.",Traffic & Roads,Traffic & Roads::17
A pothole the size of a dinner plate has appeared on Church Road every evening this week.,Traffic & Roads,Traffic & Roads::10
An overflowing skip/dumpster has been sitting on Station Road since Monday without being emptied.,Sanitation & Waste,Sanitation & Waste::16
A pothole the size of a dinner plate has appeared on Hillcrest Road for the past three days.,Traffic & Roads,Traffic & Roads::10
"The one-way sign on Market Street is bent and hard to read since Monday, causing wrong-way driving.",Traffic & Roads,Traffic & Roads::17
The swings at the playground on Park Road are rusted and need replacing for the past three days.,Parks & Public Spaces,Parks & Public Spaces::11
Household waste has been dumped on the sidewalk of Oak Lane yesterday afternoon.,Sanitation & Waste,Sanitation & Waste::7
Loose electrical wiring has been spotted hanging near Hillcrest Road for the past three days.,Public Safety,Public Safety::6
Residents on Maple Avenue report the tap water smells strange every evening this week.,Water & Utilities,Water & Utilities::14
Flies are swarming around a garbage pile on Station Road yesterday afternoon.,Sanitation & Waste,Sanitation & Waste::12
The gas meter box on Cedar Street appears damaged last night.,Water & Utilities,Water & Utilities::13
Loudspeakers from an event on Highfield Ave can be heard blocks away last night.,Noise Complaints,Noise Complaints::9
A sewage smell is coming from a manhole on Maple Avenue this morning.,Water & Utilities,Water & Utilities::3
Late-night parties on Hillcrest Road last night are keeping residents awake.,Noise Complaints,Noise Complaints::5
Broken glass has been scattered on the pavement of Market Street for two weeks now.,Public Safety,Public Safety::12
Cars are parking illegally on Maple Avenue and blocking the bike lane for the past three days.,Traffic & Roads,Traffic & Roads::2
A broken guardrail on the bridge near Union Street needs urgent road repair last night.,Traffic & Roads,Traffic & Roads::15
"A streetlamp on Oak Lane has been flickering and going dark every evening this week, it feels unsafe at night.",Public Safety,Public Safety::0
"A neighbor's renovation work on Highfield Ave started very early every evening this week, before permitted hours.",Noise Complaints,Noise Complaints::8
"The road on Market Street is badly flooded this past hour, it's not passable.",Traffic & Roads,Traffic & Roads::3
The playground equipment at the park on Hillcrest Road is broken for two weeks now.,Parks & Public Spaces,Parks & Public Spaces::0
"There's an abandoned building on Main St with a broken fence, unsafe over the weekend.",Public Safety,Public Safety::1
"Street signage near Cedar Street is missing, causing confusion for drivers yesterday afternoon.",Traffic & Roads,Traffic & Roads::4
"The road on Elm Street is badly flooded over the weekend, it's not passable.",Traffic & Roads,Traffic & Roads::3
Rats have been spotted near the uncollected trash on Union Street last night.,Sanitation & Waste,Sanitation & Waste::8
The crosswalk markings on Oak Lane have faded and are barely visible this past hour.,Traffic & Roads,Traffic & Roads::7
The emergency call box on Oak Lane appears to be non-functional for the past three days.,Public Safety,Public Safety::13
"There's a gas smell near 5th Avenue yesterday afternoon, this may need urgent attention.",Water & Utilities,Water & Utilities::5
Flies are swarming around a garbage pile on Station Road for two weeks now.,Sanitation & Waste,Sanitation & Waste::12
The community garden near Elm Street has been vandalized for the past three days.,Parks & Public Spaces,Parks & Public Spaces::13
"Garbage collection on Church Road was missed over the weekend, bins are overflowing.",Sanitation & Waste,Sanitation & Waste::0
Roadworks on Maple Avenue have left an unmarked hole in the pavement last night.,Traffic & Roads,Traffic & Roads::16
The electricity substation near Market Street has been making loud buzzing noises every evening this week.,Water & Utilities,Water & Utilities::16
Overgrown grass and weeds at the park near Highfield Ave need to be cut over the weekend.,Parks & Public Spaces,Parks & Public Spaces::3
There's constant dog barking from a property on 5th Avenue for two weeks now.,Noise Complaints,Noise Complaints::2
A restaurant's outdoor speakers on Elm Street are far too loud yesterday afternoon.,Noise Complaints,Noise Complaints::11
"Garbage collection on Church Road was missed yesterday afternoon, bins are overflowing.",Sanitation & Waste,Sanitation & Waste::0
A bar on Hillcrest Road has had excessively loud events for the past three days.,Noise Complaints,Noise Complaints::3
Household waste has been dumped on the sidewalk of Hillcrest Road yesterday afternoon.,Sanitation & Waste,Sanitation & Waste::7
Loudspeakers from an event on Maple Avenue can be heard blocks away this past hour.,Noise Complaints,Noise Complaints::9
"An unsecured construction site on Cedar Street has been left open last night, kids could wander in.",Public Safety,Public Safety::10
"An unsecured construction site on Cedar Street has been left open every evening this week, kids could wander in.",Public Safety,Public Safety::10
The public restrooms at the park on Park Road have been out of service for two weeks now.,Parks & Public Spaces,Parks & Public Spaces::2
Household waste has been dumped on the sidewalk of 5th Avenue since Monday.,Sanitation & Waste,Sanitation & Waste::7
Rats have been spotted near the uncollected trash on Station Road last night.,Sanitation & Waste,Sanitation & Waste::8
Someone has been illegally dumping construction waste near 5th Avenue for two weeks now.,Sanitation & Waste,Sanitation & Waste::1
There's no working smoke detector reported in the shared stairwell on Hillcrest Road every evening this week.,Public Safety,Public Safety::14
Loudspeakers from an event on Elm Street can be heard blocks away this past hour.,Noise Complaints,Noise Complaints::9
The streetlights on Hillcrest Road have been out since Monday.,Water & Utilities,Water & Utilities::4
Motorbikes revving their engines on Highfield Ave yesterday afternoon are extremely disruptive.,Noise Complaints,Noise Complaints::7
"Suspicious activity has been reported near Market Street this past hour, requesting a patrol.",Public Safety,Public Safety::2
Graffiti has appeared on the park walls near Lakeview Drive since Monday.,Parks & Public Spaces,Parks & Public Spaces::1
Roadworks on Maple Avenue have left an unmarked hole in the pavement this past hour.,Traffic & Roads,Traffic & Roads::16
"A streetlamp on Church Road has been flickering and going dark this morning, it feels unsafe at night.",Public Safety,Public Safety::0
A burst pipe on Cedar Street is spraying water onto the road since Monday.,Water & Utilities,Water & Utilities::7
The crosswalk markings on Riverside Drive have faded and are barely visible for the past three days.,Traffic & Roads,Traffic & Roads::7
An unleashed aggressive dog has been reported at the park on Riverside Drive last night.,Parks & Public Spaces,Parks & Public Spaces::12
A guard rail near Park Road is broken yesterday afternoon and needs urgent repair.,Public Safety,Public Safety::5
Heavy trucks are damaging the road surface on Lakeview Drive yesterday afternoon.,Traffic & Roads,Traffic & Roads::18
Household waste has been dumped on the sidewalk of Church Road for the past three days.,Sanitation & Waste,Sanitation & Waste::7
A stop sign near Cedar Street was knocked down yesterday afternoon and hasn't been replaced.,Traffic & Roads,Traffic & Roads::6
Broken glass has been found near the playground on Market Street yesterday afternoon.,Parks & Public Spaces,Parks & Public Spaces::5
A dangerously leaning tree on Market Street looks like it could fall for the past three days.,Public Safety,Public Safety::11
Low water pressure has been reported on Union Street this past hour.,Water & Utilities,Water & Utilities::2
A fire hydrant on Elm Street appears damaged for two weeks now and may not work in an emergency.,Public Safety,Public Safety::3
A burst pipe on Market Street is spraying water onto the road last night.,Water & Utilities,Water & Utilities::7
The pedestrian crossing button on Riverside Drive isn't working last night.,Traffic & Roads,Traffic & Roads::14
"An open manhole cover on Riverside Drive has been left uncovered yesterday afternoon, it's a serious hazard.",Water & Utilities,Water & Utilities::15
There's no working smoke detector reported in the shared stairwell on Maple Avenue over the weekend.,Public Safety,Public Safety::14
"There's been a total blackout on Market Street every evening this week, residents are asking when it'll be fixed.",Water & Utilities,Water & Utilities::9
Graffiti has appeared on the park walls near Cedar Street for the past three days.,Parks & Public Spaces,Parks & Public Spaces::1
Yard waste hasn't been picked up on 5th Avenue this past hour despite being scheduled.,Sanitation & Waste,Sanitation & Waste::11
"The road on 5th Avenue is badly flooded for two weeks now, it's not passable.",Traffic & Roads,Traffic & Roads::3
The power keeps flickering on and off on Oak Lane for two weeks now.,Water & Utilities,Water & Utilities::8
A restaurant's outdoor speakers on Hillcrest Road are far too loud yesterday afternoon.,Noise Complaints,Noise Complaints::11
"An open manhole cover on Union Street has been left uncovered every evening this week, it's a serious hazard.",Water & Utilities,Water & Utilities::15
"The garbage truck skipped our block on 5th Avenue since Monday, can someone come by?",Sanitation & Waste,Sanitation & Waste::9
"Garbage collection on Highfield Ave was missed this past hour, bins are overflowing.",Sanitation & Waste,Sanitation & Waste::0
The basketball court near Station Road has large cracks in the surface this morning.,Parks & Public Spaces,Parks & Public Spaces::8
"Fireworks have been set off repeatedly near Elm Street last night, disturbing residents.",Noise Complaints,Noise Complaints::10
Park signage near Station Road listing opening hours is faded and unreadable this past hour.,Parks & Public Spaces,Parks & Public Spaces::14
The emergency call box on Park Road appears to be non-functional since Monday.,Public Safety,Public Safety::13
Fallen tree branches are blocking a path in the park on Lakeview Drive this morning.,Parks & Public Spaces,Parks & Public Spaces::7
"An unsecured construction site on Riverside Drive has been left open over the weekend, kids could wander in.",Public Safety,Public Safety::10
"The street sweeper hasn't come through 5th Avenue for two weeks now, leaves and debris are piling up.",Sanitation & Waste,Sanitation & Waste::15
Broken glass has been scattered on the pavement of Highfield Ave over the weekend.,Public Safety,Public Safety::12
"The sidewalk on Union Street is cracked and uneven for two weeks now, a real trip hazard.",Public Safety,Public Safety::4
Car alarms keep going off on Station Road last night without anyone responding.,Noise Complaints,Noise Complaints::4
There's a bad smell coming from an uncollected dumpster on Hillcrest Road for two weeks now.,Sanitation & Waste,Sanitation & Waste::3
Park signage near Hillcrest Road listing opening hours is faded and unreadable last night.,Parks & Public Spaces,Parks & Public Spaces::14
A bar on Union Street has had excessively loud events for the past three days.,Noise Complaints,Noise Complaints::3
"Suspicious activity has been reported near Oak Lane this morning, requesting a patrol.",Public Safety,Public Safety::2
"Fireworks have been set off repeatedly near Riverside Drive for two weeks now, disturbing residents.",Noise Complaints,Noise Complaints::10
"A security camera on Riverside Drive has been broken for the past three days, it's a blind spot now.",Public Safety,Public Safety::8
A broken guardrail on the bridge near Main St needs urgent road repair last night.,Traffic & Roads,Traffic & Roads::15
"The sidewalk on Lakeview Drive is cracked and uneven for two weeks now, a real trip hazard.",Public Safety,Public Safety::4
